08868: Fangst, etter år, landingskommune, fangstart og statistikkvariabel;;;;
;;;;
år;landingskommune;fangstart;Mengde (tonn);Verdi (1 000 kr)
2007;0899 Uoppgitt kommune Telemark;Djupvassfisk;0;0
2007;0899 Uoppgitt kommune Telemark;Andre skaldyr og blautdyr;0;0
2007;0899 Uoppgitt kommune Telemark;Annan fisk, uspesifisert;0;0
2007;0901 Risør (-2019);Fisk i alt;477;11074
2007;0901 Risør (-2019);Pelagisk fisk;:;:
2007;0901 Risør (-2019);Torsk og torskeartar;56;700
2007;0901 Risør (-2019);Flatfisk og botnfisk;16;377
2007;0901 Risør (-2019);Djupvassfisk;3;21
2007;0901 Risør (-2019);Andre skaldyr og blautdyr;400;9948
2007;0901 Risør (-2019);Annan fisk, uspesifisert;:;:
2007;0903 Arendal (-1991);Fisk i alt;0;0
2007;0903 Arendal (-1991);Pelagisk fisk;0;0
2007;0903 Arendal (-1991);Torsk og torskeartar;0;0
2007;0903 Arendal (-1991);Flatfisk og botnfisk;0;0
2007;0903 Arendal (-1991);Djupvassfisk;0;0
2007;0903 Arendal (-1991);Andre skaldyr og blautdyr;0;0
2007;0903 Arendal (-1991);Annan fisk, uspesifisert;0;0
2007;0904 Grimstad (-2019);Fisk i alt;571;12509
2007;0904 Grimstad (-2019);Pelagisk fisk;:;:
2007;0904 Grimstad (-2019);Torsk og torskeartar;56;727
2007;0904 Grimstad (-2019);Flatfisk og botnfisk;12;229
2007;0904 Grimstad (-2019);Djupvassfisk;5;37
2007;0904 Grimstad (-2019);Andre skaldyr og blautdyr;497;11513
2007;0904 Grimstad (-2019);Annan fisk, uspesifisert;:;:
2007;0906 Arendal (1992-2019);Fisk i alt;353;8683
2007;0906 Arendal (1992-2019);Pelagisk fisk;:;:
2007;0906 Arendal (1992-2019);Torsk og torskeartar;36;497
2007;0906 Arendal (1992-2019);Flatfisk og botnfisk;14;365
2007;0906 Arendal (1992-2019);Djupvassfisk;2;12
2007;0906 Arendal (1992-2019);Andre skaldyr og blautdyr;300;7785
2007;0906 Arendal (1992-2019);Annan fisk, uspesifisert;:;:
2007;0911 Gjerstad (-2019);Fisk i alt;0;0
2007;0911 Gjerstad (-2019);Pelagisk fisk;0;0
2007;0911 Gjerstad (-2019);Torsk og torskeartar;0;0
2007;0911 Gjerstad (-2019);Flatfisk og botnfisk;0;0
2007;0911 Gjerstad (-2019);Djupvassfisk;0;0
2007;0911 Gjerstad (-2019);Andre skaldyr og blautdyr;0;0
2007;0911 Gjerstad (-2019);Annan fisk, uspesifisert;0;0
2007;0912 Vegårshei (-2019);Fisk i alt;0;0
2007;0912 Vegårshei (-2019);Pelagisk fisk;0;0
2007;0912 Vegårshei (-2019);Torsk og torskeartar;0;0
2007;0912 Vegårshei (-2019);Flatfisk og botnfisk;0;0
2007;0912 Vegårshei (-2019);Djupvassfisk;0;0
2007;0912 Vegårshei (-2019);Andre skaldyr og blautdyr;0;0
2007;0912 Vegårshei (-2019);Annan fisk, uspesifisert;0;0
2007;0914 Tvedestrand (-2019);Fisk i alt;0;0
2007;0914 Tvedestrand (-2019);Pelagisk fisk;0;0
2007;0914 Tvedestrand (-2019);Torsk og torskeartar;0;0
2007;0914 Tvedestrand (-2019);Flatfisk og botnfisk;0;0
2007;0914 Tvedestrand (-2019);Djupvassfisk;0;0
2007;0914 Tvedestrand (-2019);Andre skaldyr og blautdyr;0;0
2007;0914 Tvedestrand (-2019);Annan fisk, uspesifisert;0;0
2007;0918 Moland (1962-1991);Fisk i alt;0;0
2007;0918 Moland (1962-1991);Pelagisk fisk;0;0
2007;0918 Moland (1962-1991);Torsk og torskeartar;0;0
2007;0918 Moland (1962-1991);Flatfisk og botnfisk;0;0
2007;0918 Moland (1962-1991);Djupvassfisk;0;0
2007;0918 Moland (1962-1991);Andre skaldyr og blautdyr;0;0
2007;0918 Moland (1962-1991);Annan fisk, uspesifisert;0;0
2007;0919 Froland (-2019);Fisk i alt;0;0
2007;0919 Froland (-2019);Pelagisk fisk;0;0
2007;0919 Froland (-2019);Torsk og torskeartar;0;0
2007;0919 Froland (-2019);Flatfisk og botnfisk;0;0
2007;0919 Froland (-2019);Djupvassfisk;0;0
2007;0919 Froland (-2019);Andre skaldyr og blautdyr;0;0
2007;0919 Froland (-2019);Annan fisk, uspesifisert;0;0
2007;0920 Øyestad (-1991);Fisk i alt;0;0
2007;0920 Øyestad (-1991);Pelagisk fisk;0;0
2007;0920 Øyestad (-1991);Torsk og torskeartar;0;0
2007;0920 Øyestad (-1991);Flatfisk og botnfisk;0;0
2007;0920 Øyestad (-1991);Djupvassfisk;0;0
2007;0920 Øyestad (-1991);Andre skaldyr og blautdyr;0;0
2007;0920 Øyestad (-1991);Annan fisk, uspesifisert;0;0
2007;0921 Tromøy (-1991);Fisk i alt;0;0
2007;0921 Tromøy (-1991);Pelagisk fisk;0;0
2007;0921 Tromøy (-1991);Torsk og torskeartar;0;0
2007;0921 Tromøy (-1991);Flatfisk og botnfisk;0;0
2007;0921 Tromøy (-1991);Djupvassfisk;0;0
2007;0921 Tromøy (-1991);Andre skaldyr og blautdyr;0;0
2007;0921 Tromøy (-1991);Annan fisk, uspesifisert;0;0
2007;0922 Hisøy (-1991);Fisk i alt;0;0
2007;0922 Hisøy (-1991);Pelagisk fisk;0;0
2007;0922 Hisøy (-1991);Torsk og torskeartar;0;0
2007;0922 Hisøy (-1991);Flatfisk og botnfisk;0;0
2007;0922 Hisøy (-1991);Djupvassfisk;0;0
2007;0922 Hisøy (-1991);Andre skaldyr og blautdyr;0;0
2007;0922 Hisøy (-1991);Annan fisk, uspesifisert;0;0
2007;0923 Fjære (-1970);Fisk i alt;0;0
2007;0923 Fjære (-1970);Pelagisk fisk;0;0
2007;0923 Fjære (-1970);Torsk og torskeartar;0;0
2007;0923 Fjære (-1970);Flatfisk og botnfisk;0;0
2007;0923 Fjære (-1970);Djupvassfisk;0;0
2007;0923 Fjære (-1970);Andre skaldyr og blautdyr;0;0
2007;0923 Fjære (-1970);Annan fisk, uspesifisert;0;0
2007;0924 Landvik (-1970);Fisk i alt;0;0
2007;0924 Landvik (-1970);Pelagisk fisk;0;0
2007;0924 Landvik (-1970);Torsk og torskeartar;0;0
2007;0924 Landvik (-1970);Flatfisk og botnfisk;0;0
2007;0924 Landvik (-1970);Djupvassfisk;0;0
2007;0924 Landvik (-1970);Andre skaldyr og blautdyr;0;0
2007;0924 Landvik (-1970);Annan fisk, uspesifisert;0;0
2007;0926 Lillesand (1962-2019);Fisk i alt;350;10053
2007;0926 Lillesand (1962-2019);Pelagisk fisk;:;:
2007;0926 Lillesand (1962-2019);Torsk og torskeartar;53;835
2007;0926 Lillesand (1962-2019);Flatfisk og botnfisk;8;215
2007;0926 Lillesand (1962-2019);Djupvassfisk;4;41
2007;0926 Lillesand (1962-2019);Andre skaldyr og blautdyr;281;8946
2007;0926 Lillesand (1962-2019);Annan fisk, uspesifisert;:;:
2007;0928 Birkenes (-2019);Fisk i alt;0;0
2007;0928 Birkenes (-2019);Pelagisk fisk;0;0
2007;0928 Birkenes (-2019);Torsk og torskeartar;0;0
2007;0928 Birkenes (-2019);Flatfisk og botnfisk;0;0
2007;0928 Birkenes (-2019);Djupvassfisk;0;0
2007;0928 Birkenes (-2019);Andre skaldyr og blautdyr;0;0
2007;0928 Birkenes (-2019);Annan fisk, uspesifisert;0;0
2007;0929 Åmli (-2019);Fisk i alt;0;0
2007;0929 Åmli (-2019);Pelagisk fisk;0;0
2007;0929 Åmli (-2019);Torsk og torskeartar;0;0
2007;0929 Åmli (-2019);Flatfisk og botnfisk;0;0
2007;0929 Åmli (-2019);Djupvassfisk;0;0
2007;0929 Åmli (-2019);Andre skaldyr og blautdyr;0;0
2007;0929 Åmli (-2019);Annan fisk, uspesifisert;0;0
2007;0935 Iveland (-2019);Fisk i alt;0;0
2007;0935 Iveland (-2019);Pelagisk fisk;0;0
2007;0935 Iveland (-2019);Torsk og torskeartar;0;0
2007;0935 Iveland (-2019);Flatfisk og botnfisk;0;0
2007;0935 Iveland (-2019);Djupvassfisk;0;0
2007;0935 Iveland (-2019);Andre skaldyr og blautdyr;0;0
2007;0935 Iveland (-2019);Annan fisk, uspesifisert;0;0
2007;0937 Evje og Hornnes (1960-2019);Fisk i alt;0;0
2007;0937 Evje og Hornnes (1960-2019);Pelagisk fisk;0;0
2007;0937 Evje og Hornnes (1960-2019);Torsk og torskeartar;0;0
2007;0937 Evje og Hornnes (1960-2019);Flatfisk og botnfisk;0;0
2007;0937 Evje og Hornnes (1960-2019);Djupvassfisk;0;0
2007;0937 Evje og Hornnes (1960-2019);Andre skaldyr og blautdyr;0;0
2007;0937 Evje og Hornnes (1960-2019);Annan fisk, uspesifisert;0;0
2007;0938 Bygland (-2019);Fisk i alt;0;0
2007;0938 Bygland (-2019);Pelagisk fisk;0;0
2007;0938 Bygland (-2019);Torsk og torskeartar;0;0
2007;0938 Bygland (-2019);Flatfisk og botnfisk;0;0
2007;0938 Bygland (-2019);Djupvassfisk;0;0
2007;0938 Bygland (-2019);Andre skaldyr og blautdyr;0;0
2007;0938 Bygland (-2019);Annan fisk, uspesifisert;0;0
2007;0940 Valle (-2019);Fisk i alt;0;0
2007;0940 Valle (-2019);Pelagisk fisk;0;0
2007;0940 Valle (-2019);Torsk og torskeartar;0;0
2007;0940 Valle (-2019);Flatfisk og botnfisk;0;0
2007;0940 Valle (-2019);Djupvassfisk;0;0
2007;0940 Valle (-2019);Andre skaldyr og blautdyr;0;0
2007;0940 Valle (-2019);Annan fisk, uspesifisert;0;0
2007;0941 Bykle (-2019);Fisk i alt;0;0
2007;0941 Bykle (-2019);Pelagisk fisk;0;0
2007;0941 Bykle (-2019);Torsk og torskeartar;0;0
2007;0941 Bykle (-2019);Flatfisk og botnfisk;0;0
2007;0941 Bykle (-2019);Djupvassfisk;0;0
2007;0941 Bykle (-2019);Andre skaldyr og blautdyr;0;0
2007;0941 Bykle (-2019);Annan fisk, uspesifisert;0;0
2007;0999 Uoppgitt kommune Aust-Agder;Fisk i alt;0;0
2007;0999 Uoppgitt kommune Aust-Agder;Pelagisk fisk;0;0
2007;0999 Uoppgitt kommune Aust-Agder;Torsk og torskeartar;0;0
2007;0999 Uoppgitt kommune Aust-Agder;Flatfisk og botnfisk;0;0
2007;0999 Uoppgitt kommune Aust-Agder;Djupvassfisk;0;0
2007;0999 Uoppgitt kommune Aust-Agder;Andre skaldyr og blautdyr;0;0
2007;0999 Uoppgitt kommune Aust-Agder;Annan fisk, uspesifisert;0;0
2007;1001 Kristiansand (-2019);Fisk i alt;1766;48442
2007;1001 Kristiansand (-2019);Pelagisk fisk;38;535
2007;1001 Kristiansand (-2019);Torsk og torskeartar;193;2707
2007;1001 Kristiansand (-2019);Flatfisk og botnfisk;160;7003
2007;1001 Kristiansand (-2019);Djupvassfisk;11;81
2007;1001 Kristiansand (-2019);Andre skaldyr og blautdyr;1358;37784
2007;1001 Kristiansand (-2019);Annan fisk, uspesifisert;6;331
2007;1002 Mandal (-2019);Fisk i alt;948;26175
2007;1002 Mandal (-2019);Pelagisk fisk;17;311
2007;1002 Mandal (-2019);Torsk og torskeartar;269;4065
2007;1002 Mandal (-2019);Flatfisk og botnfisk;58;1877
2007;1002 Mandal (-2019);Djupvassfisk;11;86
2007;1002 Mandal (-2019);Andre skaldyr og blautdyr;586;19835
2007;1002 Mandal (-2019);Annan fisk, uspesifisert;6;0
2007;1003 Farsund (-2019);Fisk i alt;:;:
2007;1003 Farsund (-2019);Pelagisk fisk;0;0
2007;1003 Farsund (-2019);Torsk og torskeartar;0;0
2007;1003 Farsund (-2019);Flatfisk og botnfisk;0;0
2007;1003 Farsund (-2019);Djupvassfisk;0;0
2007;1003 Farsund (-2019);Andre skaldyr og blautdyr;0;0
2007;1003 Farsund (-2019);Annan fisk, uspesifisert;:;:
2007;1004 Flekkefjord (-2019);Fisk i alt;473;9537
2007;1004 Flekkefjord (-2019);Pelagisk fisk;0;0
2007;1004 Flekkefjord (-2019);Torsk og torskeartar;258;2698
2007;1004 Flekkefjord (-2019);Flatfisk og botnfisk;36;1071
2007;1004 Flekkefjord (-2019);Djupvassfisk;5;36
2007;1004 Flekkefjord (-2019);Andre skaldyr og blautdyr;172;5731
2007;1004 Flekkefjord (-2019);Annan fisk, uspesifisert;2;1
2007;1014 Vennesla (-2019);Fisk i alt;0;0
2007;1014 Vennesla (-2019);Pelagisk fisk;0;0
2007;1014 Vennesla (-2019);Torsk og torskeartar;0;0
2007;1014 Vennesla (-2019);Flatfisk og botnfisk;0;0
2007;1014 Vennesla (-2019);Djupvassfisk;0;0
2007;1014 Vennesla (-2019);Andre skaldyr og blautdyr;0;0
2007;1014 Vennesla (-2019);Annan fisk, uspesifisert;0;0
2007;1017 Songdalen (1964-2019);Fisk i alt;0;0
2007;1017 Songdalen (1964-2019);Pelagisk fisk;0;0
2007;1017 Songdalen (1964-2019);Torsk og torskeartar;0;0
2007;1017 Songdalen (1964-2019);Flatfisk og botnfisk;0;0
2007;1017 Songdalen (1964-2019);Djupvassfisk;0;0
2007;1017 Songdalen (1964-2019);Andre skaldyr og blautdyr;0;0
2007;1017 Songdalen (1964-2019);Annan fisk, uspesifisert;0;0
2007;1018 Søgne (-2019);Fisk i alt;205;5163
2007;1018 Søgne (-2019);Pelagisk fisk;0;4
2007;1018 Søgne (-2019);Torsk og torskeartar;64;769
2007;1018 Søgne (-2019);Flatfisk og botnfisk;7;215
2007;1018 Søgne (-2019);Djupvassfisk;3;36
2007;1018 Søgne (-2019);Andre skaldyr og blautdyr;129;4125
2007;1018 Søgne (-2019);Annan fisk, uspesifisert;1;14
2007;1021 Marnardal (1964-2019);Fisk i alt;0;0
2007;1021 Marnardal (1964-2019);Pelagisk fisk;0;0
2007;1021 Marnardal (1964-2019);Torsk og torskeartar;0;0
2007;1021 Marnardal (1964-2019);Flatfisk og botnfisk;0;0
2007;1021 Marnardal (1964-2019);Djupvassfisk;0;0
2007;1021 Marnardal (1964-2019);Andre skaldyr og blautdyr;0;0
2007;1021 Marnardal (1964-2019);Annan fisk, uspesifisert;0;0
2007;1026 Åseral (-2019);Fisk i alt;0;0
2007;1026 Åseral (-2019);Pelagisk fisk;0;0
2007;1026 Åseral (-2019);Torsk og torskeartar;0;0
2007;1026 Åseral (-2019);Flatfisk og botnfisk;0;0
2007;1026 Åseral (-2019);Djupvassfisk;0;0
2007;1026 Åseral (-2019);Andre skaldyr og blautdyr;0;0
2007;1026 Åseral (-2019);Annan fisk, uspesifisert;0;0
2007;1027 Audnedal (1964-2019);Fisk i alt;0;0
2007;1027 Audnedal (1964-2019);Pelagisk fisk;0;0
2007;1027 Audnedal (1964-2019);Torsk og torskeartar;0;0
2007;1027 Audnedal (1964-2019);Flatfisk og botnfisk;0;0
2007;1027 Audnedal (1964-2019);Djupvassfisk;0;0
2007;1027 Audnedal (1964-2019);Andre skaldyr og blautdyr;0;0
2007;1027 Audnedal (1964-2019);Annan fisk, uspesifisert;0;0
2007;1029 Lindesnes (1964-2019);Fisk i alt;:;:
2007;1029 Lindesnes (1964-2019);Pelagisk fisk;0;2
2007;1029 Lindesnes (1964-2019);Torsk og torskeartar;124;2805
2007;1029 Lindesnes (1964-2019);Flatfisk og botnfisk;2;94
2007;1029 Lindesnes (1964-2019);Djupvassfisk;25;328
2007;1029 Lindesnes (1964-2019);Andre skaldyr og blautdyr;4;93
2007;1029 Lindesnes (1964-2019);Annan fisk, uspesifisert;:;:
2007;1032 Lyngdal (-2019);Fisk i alt;2417;10165
2007;1032 Lyngdal (-2019);Pelagisk fisk;2297;6715
2007;1032 Lyngdal (-2019);Torsk og torskeartar;22;168
2007;1032 Lyngdal (-2019);Flatfisk og botnfisk;5;148
2007;1032 Lyngdal (-2019);Djupvassfisk;0;1
2007;1032 Lyngdal (-2019);Andre skaldyr og blautdyr;92;3133
2007;1032 Lyngdal (-2019);Annan fisk, uspesifisert;0;0
2007;1034 Hægebostad (-2019);Fisk i alt;0;0
2007;1034 Hægebostad (-2019);Pelagisk fisk;0;0
2007;1034 Hægebostad (-2019);Torsk og torskeartar;0;0
2007;1034 Hægebostad (-2019);Flatfisk og botnfisk;0;0
2007;1034 Hægebostad (-2019);Djupvassfisk;0;0
2007;1034 Hægebostad (-2019);Andre skaldyr og blautdyr;0;0
2007;1034 Hægebostad (-2019);Annan fisk, uspesifisert;0;0
2007;1037 Kvinesdal (-2019);Fisk i alt;0;0
2007;1037 Kvinesdal (-2019);Pelagisk fisk;0;0
2007;1037 Kvinesdal (-2019);Torsk og torskeartar;0;0
2007;1037 Kvinesdal (-2019);Flatfisk og botnfisk;0;0
2007;1037 Kvinesdal (-2019);Djupvassfisk;0;0
2007;1037 Kvinesdal (-2019);Andre skaldyr og blautdyr;0;0
2007;1037 Kvinesdal (-2019);Annan fisk, uspesifisert;0;0
2007;1046 Sirdal (1960-2019);Fisk i alt;0;0
2007;1046 Sirdal (1960-2019);Pelagisk fisk;0;0
2007;1046 Sirdal (1960-2019);Torsk og torskeartar;0;0
2007;1046 Sirdal (1960-2019);Flatfisk og botnfisk;0;0
2007;1046 Sirdal (1960-2019);Djupvassfisk;0;0
2007;1046 Sirdal (1960-2019);Andre skaldyr og blautdyr;0;0
2007;1046 Sirdal (1960-2019);Annan fisk, uspesifisert;0;0
2007;1099 Uoppgitt kommune Vest-Agder;Fisk i alt;0;0
2007;1099 Uoppgitt kommune Vest-Agder;Pelagisk fisk;0;0
2007;1099 Uoppgitt kommune Vest-Agder;Torsk og torskeartar;0;0
2007;1099 Uoppgitt kommune Vest-Agder;Flatfisk og botnfisk;0;0
2007;1099 Uoppgitt kommune Vest-Agder;Djupvassfisk;0;0
2007;1099 Uoppgitt kommune Vest-Agder;Andre skaldyr og blautdyr;0;0
2007;1099 Uoppgitt kommune Vest-Agder;Annan fisk, uspesifisert;0;0
2007;1101 Eigersund;Fisk i alt;297111;644556
2007;1101 Eigersund;Pelagisk fisk;294591;626111
2007;1101 Eigersund;Torsk og torskeartar;959;5773
2007;1101 Eigersund;Flatfisk og botnfisk;799;3581
2007;1101 Eigersund;Djupvassfisk;399;500
2007;1101 Eigersund;Andre skaldyr og blautdyr;259;8482
2007;1101 Eigersund;Annan fisk, uspesifisert;105;109
2007;1102 Sandnes (-2019);Fisk i alt;33;335
2007;1102 Sandnes (-2019);Pelagisk fisk;:;:
2007;1102 Sandnes (-2019);Torsk og torskeartar;:;:
2007;1102 Sandnes (-2019);Flatfisk og botnfisk;0;0
2007;1102 Sandnes (-2019);Djupvassfisk;0;0
2007;1102 Sandnes (-2019);Andre skaldyr og blautdyr;:;:
2007;1102 Sandnes (-2019);Annan fisk, uspesifisert;:;:
2007;1103 Stavanger;Fisk i alt;125;5022
2007;1103 Stavanger;Pelagisk fisk;0;0
2007;1103 Stavanger;Torsk og torskeartar;19;339
2007;1103 Stavanger;Flatfisk og botnfisk;3;86
2007;1103 Stavanger;Djupvassfisk;:;:
2007;1103 Stavanger;Andre skaldyr og blautdyr;102;4597
2007;1103 Stavanger;Annan fisk, uspesifisert;:;:
2007;1106 Haugesund;Fisk i alt;165;906
2007;1106 Haugesund;Pelagisk fisk;164;863
2007;1106 Haugesund;Torsk og torskeartar;:;:
2007;1106 Haugesund;Flatfisk og botnfisk;0;0
2007;1106 Haugesund;Djupvassfisk;0;0
2007;1106 Haugesund;Andre skaldyr og blautdyr;:;:
2007;1106 Haugesund;Annan fisk, uspesifisert;0;0
2007;1111 Sokndal;Fisk i alt;2;27
2007;1111 Sokndal;Pelagisk fisk;0;0
2007;1111 Sokndal;Torsk og torskeartar;0;0
2007;1111 Sokndal;Flatfisk og botnfisk;0;0
2007;1111 Sokndal;Djupvassfisk;0;0
2007;1111 Sokndal;Andre skaldyr og blautdyr;:;:
2007;1111 Sokndal;Annan fisk, uspesifisert;:;:
2007;1112 Lund;Fisk i alt;0;0
2007;1112 Lund;Pelagisk fisk;0;0
2007;1112 Lund;Torsk og torskeartar;0;0
2007;1112 Lund;Flatfisk og botnfisk;0;0
2007;1112 Lund;Djupvassfisk;0;0
2007;1112 Lund;Andre skaldyr og blautdyr;0;0
2007;1112 Lund;Annan fisk, uspesifisert;0;0
2007;1114 Bjerkreim;Fisk i alt;0;0
2007;1114 Bjerkreim;Pelagisk fisk;0;0
2007;1114 Bjerkreim;Torsk og torskeartar;0;0
2007;1114 Bjerkreim;Flatfisk og botnfisk;0;0
2007;1114 Bjerkreim;Djupvassfisk;0;0
2007;1114 Bjerkreim;Andre skaldyr og blautdyr;0;0
2007;1114 Bjerkreim;Annan fisk, uspesifisert;0;0
2007;1119 Hå;Fisk i alt;15188;101614
2007;1119 Hå;Pelagisk fisk;14245;74838
2007;1119 Hå;Torsk og torskeartar;265;1885
2007;1119 Hå;Flatfisk og botnfisk;31;863
2007;1119 Hå;Djupvassfisk;29;210
2007;1119 Hå;Andre skaldyr og blautdyr;613;23818
2007;1119 Hå;Annan fisk, uspesifisert;6;0
2007;1120 Klepp;Fisk i alt;0;0
2007;1120 Klepp;Pelagisk fisk;0;0
2007;1120 Klepp;Torsk og torskeartar;0;0
2007;1120 Klepp;Flatfisk og botnfisk;0;0
2007;1120 Klepp;Djupvassfisk;0;0
2007;1120 Klepp;Andre skaldyr og blautdyr;0;0
2007;1120 Klepp;Annan fisk, uspesifisert;0;0
2007;1121 Time;Fisk i alt;0;0
2007;1121 Time;Pelagisk fisk;0;0
2007;1121 Time;Torsk og torskeartar;0;0
2007;1121 Time;Flatfisk og botnfisk;0;0
2007;1121 Time;Djupvassfisk;0;0
2007;1121 Time;Andre skaldyr og blautdyr;0;0
2007;1121 Time;Annan fisk, uspesifisert;0;0
2007;1122 Gjesdal;Fisk i alt;0;0
2007;1122 Gjesdal;Pelagisk fisk;0;0
2007;1122 Gjesdal;Torsk og torskeartar;0;0
2007;1122 Gjesdal;Flatfisk og botnfisk;0;0
2007;1122 Gjesdal;Djupvassfisk;0;0
2007;1122 Gjesdal;Andre skaldyr og blautdyr;0;0
2007;1122 Gjesdal;Annan fisk, uspesifisert;0;0
2007;1124 Sola;Fisk i alt;13;613
2007;1124 Sola;Pelagisk fisk;0;0
2007;1124 Sola;Torsk og torskeartar;3;67
2007;1124 Sola;Flatfisk og botnfisk;:;:
2007;1124 Sola;Djupvassfisk;0;0
2007;1124 Sola;Andre skaldyr og blautdyr;9;536
2007;1124 Sola;Annan fisk, uspesifisert;:;:
2007;1127 Randaberg;Fisk i alt;0;0
2007;1127 Randaberg;Pelagisk fisk;0;0
2007;1127 Randaberg;Torsk og torskeartar;0;0
2007;1127 Randaberg;Flatfisk og botnfisk;0;0
2007;1127 Randaberg;Djupvassfisk;0;0
2007;1127 Randaberg;Andre skaldyr og blautdyr;0;0
2007;1127 Randaberg;Annan fisk, uspesifisert;0;0
2007;1129 Forsand (-2019);Fisk i alt;0;0
2007;1129 Forsand (-2019);Pelagisk fisk;0;0
2007;1129 Forsand (-2019);Torsk og torskeartar;0;0
2007;1129 Forsand (-2019);Flatfisk og botnfisk;0;0
2007;1129 Forsand (-2019);Djupvassfisk;0;0
2007;1129 Forsand (-2019);Andre skaldyr og blautdyr;0;0
2007;1129 Forsand (-2019);Annan fisk, uspesifisert;0;0
2007;1130 Strand;Fisk i alt;:;:
2007;1130 Strand;Pelagisk fisk;0;0
2007;1130 Strand;Torsk og torskeartar;:;:
2007;1130 Strand;Flatfisk og botnfisk;0;0
2007;1130 Strand;Djupvassfisk;0;0
2007;1130 Strand;Andre skaldyr og blautdyr;:;:
2007;1130 Strand;Annan fisk, uspesifisert;:;:
2007;1133 Hjelmeland;Fisk i alt;388;4171
2007;1133 Hjelmeland;Pelagisk fisk;273;3406
2007;1133 Hjelmeland;Torsk og torskeartar;105;681
2007;1133 Hjelmeland;Flatfisk og botnfisk;2;41
2007;1133 Hjelmeland;Djupvassfisk;7;41
2007;1133 Hjelmeland;Andre skaldyr og blautdyr;0;0
2007;1133 Hjelmeland;Annan fisk, uspesifisert;1;3
2007;1134 Suldal;Fisk i alt;:;:
2007;1134 Suldal;Pelagisk fisk;0;0
2007;1134 Suldal;Torsk og torskeartar;0;0
2007;1134 Suldal;Flatfisk og botnfisk;0;0
2007;1134 Suldal;Djupvassfisk;0;0
2007;1134 Suldal;Andre skaldyr og blautdyr;0;0
2007;1134 Suldal;Annan fisk, uspesifisert;:;:
2007;1135 Sauda;Fisk i alt;0;0
2007;1135 Sauda;Pelagisk fisk;0;0
2007;1135 Sauda;Torsk og torskeartar;0;0
2007;1135 Sauda;Flatfisk og botnfisk;0;0
2007;1135 Sauda;Djupvassfisk;0;0
2007;1135 Sauda;Andre skaldyr og blautdyr;0;0
2007;1135 Sauda;Annan fisk, uspesifisert;0;0
2007;1141 Finnøy (-2019);Fisk i alt;74;617
2007;1141 Finnøy (-2019);Pelagisk fisk;:;:
2007;1141 Finnøy (-2019);Torsk og torskeartar;53;294
2007;1141 Finnøy (-2019);Flatfisk og botnfisk;:;:
2007;1141 Finnøy (-2019);Djupvassfisk;:;:
2007;1141 Finnøy (-2019);Andre skaldyr og blautdyr;1;16
2007;1141 Finnøy (-2019);Annan fisk, uspesifisert;0;0
2007;1142 Rennesøy (-2019);Fisk i alt;811;21871
2007;1142 Rennesøy (-2019);Pelagisk fisk;159;2344
2007;1142 Rennesøy (-2019);Torsk og torskeartar;121;1112
2007;1142 Rennesøy (-2019);Flatfisk og botnfisk;25;552
2007;1142 Rennesøy (-2019);Djupvassfisk;6;36
2007;1142 Rennesøy (-2019);Andre skaldyr og blautdyr;499;17826
2007;1142 Rennesøy (-2019);Annan fisk, uspesifisert;1;0
2007;1144 Kvitsøy;Fisk i alt;47;1270
2007;1144 Kvitsøy;Pelagisk fisk;0;0
2007;1144 Kvitsøy;Torsk og torskeartar;:;:
2007;1144 Kvitsøy;Flatfisk og botnfisk;0;0
2007;1144 Kvitsøy;Djupvassfisk;0;0
2007;1144 Kvitsøy;Andre skaldyr og blautdyr;:;:
2007;1144 Kvitsøy;Annan fisk, uspesifisert;28;592
2007;1145 Bokn;Fisk i alt;40;347
2007;1145 Bokn;Pelagisk fisk;0;0
2007;1145 Bokn;Torsk og torskeartar;:;:
2007;1145 Bokn;Flatfisk og botnfisk;0;0
2007;1145 Bokn;Djupvassfisk;0;0
2007;1145 Bokn;Andre skaldyr og blautdyr;39;345
2007;1145 Bokn;Annan fisk, uspesifisert;:;:
2007;1146 Tysvær;Fisk i alt;257;3278
2007;1146 Tysvær;Pelagisk fisk;131;1388
2007;1146 Tysvær;Torsk og torskeartar;81;451
2007;1146 Tysvær;Flatfisk og botnfisk;34;1383
2007;1146 Tysvær;Djupvassfisk;10;55
2007;1146 Tysvær;Andre skaldyr og blautdyr;0;0
2007;1146 Tysvær;Annan fisk, uspesifisert;2;0
2007;1149 Karmøy;Fisk i alt;173565;399966
2007;1149 Karmøy;Pelagisk fisk;166488;361349
2007;1149 Karmøy;Torsk og torskeartar;1992;9549
2007;1149 Karmøy;Flatfisk og botnfisk;1924;4650
2007;1149 Karmøy;Djupvassfisk;2143;2764
2007;1149 Karmøy;Andre skaldyr og blautdyr;812;21402
2007;1149 Karmøy;Annan fisk, uspesifisert;206;253
2007;1151 Utsira;Fisk i alt;0;0
2007;1151 Utsira;Pelagisk fisk;0;0
2007;1151 Utsira;Torsk og torskeartar;0;0
2007;1151 Utsira;Flatfisk og botnfisk;0;0
2007;1151 Utsira;Djupvassfisk;0;0
2007;1151 Utsira;Andre skaldyr og blautdyr;0;0
2007;1151 Utsira;Annan fisk, uspesifisert;0;0
2007;1154 Vindafjord (1965-2005);Fisk i alt;0;0
2007;1154 Vindafjord (1965-2005);Pelagisk fisk;0;0
2007;1154 Vindafjord (1965-2005);Torsk og torskeartar;0;0
