08868: Fangst, etter år, landingskommune, fangstart og statistikkvariabel;;;;
;;;;
år;landingskommune;fangstart;Mengde (tonn);Verdi (1 000 kr)
2000;1246 Fjell (-2019);Annan fisk, uspesifisert;0;0
2000;1247 Askøy (-2019);Fisk i alt;100713;62250
2000;1247 Askøy (-2019);Pelagisk fisk;100566;59628
2000;1247 Askøy (-2019);Torsk og torskeartar;61;472
2000;1247 Askøy (-2019);Flatfisk og botnfisk;78;2093
2000;1247 Askøy (-2019);Djupvassfisk;7;27
2000;1247 Askøy (-2019);Andre skaldyr og blautdyr;:;:
2000;1247 Askøy (-2019);Annan fisk, uspesifisert;:;:
2000;1248 Laksevåg (1918-1971);Fisk i alt;0;0
2000;1248 Laksevåg (1918-1971);Pelagisk fisk;0;0
2000;1248 Laksevåg (1918-1971);Torsk og torskeartar;0;0
2000;1248 Laksevåg (1918-1971);Flatfisk og botnfisk;0;0
2000;1248 Laksevåg (1918-1971);Djupvassfisk;0;0
2000;1248 Laksevåg (1918-1971);Andre skaldyr og blautdyr;0;0
2000;1248 Laksevåg (1918-1971);Annan fisk, uspesifisert;0;0
2000;1249 Fana (-1971);Fisk i alt;0;0
2000;1249 Fana (-1971);Pelagisk fisk;0;0
2000;1249 Fana (-1971);Torsk og torskeartar;0;0
2000;1249 Fana (-1971);Flatfisk og botnfisk;0;0
2000;1249 Fana (-1971);Djupvassfisk;0;0
2000;1249 Fana (-1971);Andre skaldyr og blautdyr;0;0
2000;1249 Fana (-1971);Annan fisk, uspesifisert;0;0
2000;1250 Arna (1964-1971);Fisk i alt;0;0
2000;1250 Arna (1964-1971);Pelagisk fisk;0;0
2000;1250 Arna (1964-1971);Torsk og torskeartar;0;0
2000;1250 Arna (1964-1971);Flatfisk og botnfisk;0;0
2000;1250 Arna (1964-1971);Djupvassfisk;0;0
2000;1250 Arna (1964-1971);Andre skaldyr og blautdyr;0;0
2000;1250 Arna (1964-1971);Annan fisk, uspesifisert;0;0
2000;1251 Vaksdal (1964-2019);Fisk i alt;0;0
2000;1251 Vaksdal (1964-2019);Pelagisk fisk;0;0
2000;1251 Vaksdal (1964-2019);Torsk og torskeartar;0;0
2000;1251 Vaksdal (1964-2019);Flatfisk og botnfisk;0;0
2000;1251 Vaksdal (1964-2019);Djupvassfisk;0;0
2000;1251 Vaksdal (1964-2019);Andre skaldyr og blautdyr;0;0
2000;1251 Vaksdal (1964-2019);Annan fisk, uspesifisert;0;0
2000;1252 Modalen (1910-2019);Fisk i alt;0;0
2000;1252 Modalen (1910-2019);Pelagisk fisk;0;0
2000;1252 Modalen (1910-2019);Torsk og torskeartar;0;0
2000;1252 Modalen (1910-2019);Flatfisk og botnfisk;0;0
2000;1252 Modalen (1910-2019);Djupvassfisk;0;0
2000;1252 Modalen (1910-2019);Andre skaldyr og blautdyr;0;0
2000;1252 Modalen (1910-2019);Annan fisk, uspesifisert;0;0
2000;1253 Osterøy (1964-2019);Fisk i alt;0;0
2000;1253 Osterøy (1964-2019);Pelagisk fisk;0;0
2000;1253 Osterøy (1964-2019);Torsk og torskeartar;0;0
2000;1253 Osterøy (1964-2019);Flatfisk og botnfisk;0;0
2000;1253 Osterøy (1964-2019);Djupvassfisk;0;0
2000;1253 Osterøy (1964-2019);Andre skaldyr og blautdyr;0;0
2000;1253 Osterøy (1964-2019);Annan fisk, uspesifisert;0;0
2000;1255 Åsane (-1971);Fisk i alt;0;0
2000;1255 Åsane (-1971);Pelagisk fisk;0;0
2000;1255 Åsane (-1971);Torsk og torskeartar;0;0
2000;1255 Åsane (-1971);Flatfisk og botnfisk;0;0
2000;1255 Åsane (-1971);Djupvassfisk;0;0
2000;1255 Åsane (-1971);Andre skaldyr og blautdyr;0;0
2000;1255 Åsane (-1971);Annan fisk, uspesifisert;0;0
2000;1256 Meland (1924-2019);Fisk i alt;12;429
2000;1256 Meland (1924-2019);Pelagisk fisk;0;0
2000;1256 Meland (1924-2019);Torsk og torskeartar;0;0
2000;1256 Meland (1924-2019);Flatfisk og botnfisk;:;:
2000;1256 Meland (1924-2019);Djupvassfisk;0;0
2000;1256 Meland (1924-2019);Andre skaldyr og blautdyr;:;:
2000;1256 Meland (1924-2019);Annan fisk, uspesifisert;0;0
2000;1259 Øygarden (1964-2019);Fisk i alt;609;2886
2000;1259 Øygarden (1964-2019);Pelagisk fisk;451;1434
2000;1259 Øygarden (1964-2019);Torsk og torskeartar;128;887
2000;1259 Øygarden (1964-2019);Flatfisk og botnfisk;13;302
2000;1259 Øygarden (1964-2019);Djupvassfisk;10;72
2000;1259 Øygarden (1964-2019);Andre skaldyr og blautdyr;:;:
2000;1259 Øygarden (1964-2019);Annan fisk, uspesifisert;:;:
2000;1260 Radøy (1964-2019);Fisk i alt;0;0
2000;1260 Radøy (1964-2019);Pelagisk fisk;0;0
2000;1260 Radøy (1964-2019);Torsk og torskeartar;0;0
2000;1260 Radøy (1964-2019);Flatfisk og botnfisk;0;0
2000;1260 Radøy (1964-2019);Djupvassfisk;0;0
2000;1260 Radøy (1964-2019);Andre skaldyr og blautdyr;0;0
2000;1260 Radøy (1964-2019);Annan fisk, uspesifisert;0;0
2000;1263 Lindås (-2019);Fisk i alt;151;1878
2000;1263 Lindås (-2019);Pelagisk fisk;0;0
2000;1263 Lindås (-2019);Torsk og torskeartar;114;1111
2000;1263 Lindås (-2019);Flatfisk og botnfisk;20;466
2000;1263 Lindås (-2019);Djupvassfisk;12;82
2000;1263 Lindås (-2019);Andre skaldyr og blautdyr;4;218
2000;1263 Lindås (-2019);Annan fisk, uspesifisert;0;0
2000;1264 Austrheim (1910-2019);Fisk i alt;40;243
2000;1264 Austrheim (1910-2019);Pelagisk fisk;0;0
2000;1264 Austrheim (1910-2019);Torsk og torskeartar;:;:
2000;1264 Austrheim (1910-2019);Flatfisk og botnfisk;0;0
2000;1264 Austrheim (1910-2019);Djupvassfisk;0;0
2000;1264 Austrheim (1910-2019);Andre skaldyr og blautdyr;:;:
2000;1264 Austrheim (1910-2019);Annan fisk, uspesifisert;:;:
2000;1265 Fedje (1948-2019);Fisk i alt;21;242
2000;1265 Fedje (1948-2019);Pelagisk fisk;0;0
2000;1265 Fedje (1948-2019);Torsk og torskeartar;14;101
2000;1265 Fedje (1948-2019);Flatfisk og botnfisk;7;135
2000;1265 Fedje (1948-2019);Djupvassfisk;:;:
2000;1265 Fedje (1948-2019);Andre skaldyr og blautdyr;:;:
2000;1265 Fedje (1948-2019);Annan fisk, uspesifisert;0;0
2000;1266 Masfjorden (-2019);Fisk i alt;204;1906
2000;1266 Masfjorden (-2019);Pelagisk fisk;:;:
2000;1266 Masfjorden (-2019);Torsk og torskeartar;157;1094
2000;1266 Masfjorden (-2019);Flatfisk og botnfisk;28;728
2000;1266 Masfjorden (-2019);Djupvassfisk;13;46
2000;1266 Masfjorden (-2019);Andre skaldyr og blautdyr;0;7
2000;1266 Masfjorden (-2019);Annan fisk, uspesifisert;:;:
2000;1299 Uoppgitt kommune Hordaland;Fisk i alt;0;0
2000;1299 Uoppgitt kommune Hordaland;Pelagisk fisk;0;0
2000;1299 Uoppgitt kommune Hordaland;Torsk og torskeartar;0;0
2000;1299 Uoppgitt kommune Hordaland;Flatfisk og botnfisk;0;0
2000;1299 Uoppgitt kommune Hordaland;Djupvassfisk;0;0
2000;1299 Uoppgitt kommune Hordaland;Andre skaldyr og blautdyr;0;0
2000;1299 Uoppgitt kommune Hordaland;Annan fisk, uspesifisert;0;0
2000;1301 Bergen (-1971);Fisk i alt;0;0
2000;1301 Bergen (-1971);Pelagisk fisk;0;0
2000;1301 Bergen (-1971);Torsk og torskeartar;0;0
2000;1301 Bergen (-1971);Flatfisk og botnfisk;0;0
2000;1301 Bergen (-1971);Djupvassfisk;0;0
2000;1301 Bergen (-1971);Andre skaldyr og blautdyr;0;0
2000;1301 Bergen (-1971);Annan fisk, uspesifisert;0;0
2000;1401 Flora (1964-2019);Fisk i alt;64739;166373
2000;1401 Flora (1964-2019);Pelagisk fisk;64339;163764
2000;1401 Flora (1964-2019);Torsk og torskeartar;209;1297
2000;1401 Flora (1964-2019);Flatfisk og botnfisk;46;995
2000;1401 Flora (1964-2019);Djupvassfisk;15;82
2000;1401 Flora (1964-2019);Andre skaldyr og blautdyr;2;233
2000;1401 Flora (1964-2019);Annan fisk, uspesifisert;128;0
2000;1411 Gulen (-2019);Fisk i alt;42;1174
2000;1411 Gulen (-2019);Pelagisk fisk;:;:
2000;1411 Gulen (-2019);Torsk og torskeartar;30;555
2000;1411 Gulen (-2019);Flatfisk og botnfisk;0;0
2000;1411 Gulen (-2019);Djupvassfisk;0;0
2000;1411 Gulen (-2019);Andre skaldyr og blautdyr;:;:
2000;1411 Gulen (-2019);Annan fisk, uspesifisert;0;0
2000;1412 Solund (-2019);Fisk i alt;458;5450
2000;1412 Solund (-2019);Pelagisk fisk;0;0
2000;1412 Solund (-2019);Torsk og torskeartar;330;2674
2000;1412 Solund (-2019);Flatfisk og botnfisk;93;2606
2000;1412 Solund (-2019);Djupvassfisk;34;165
2000;1412 Solund (-2019);Andre skaldyr og blautdyr;:;:
2000;1412 Solund (-2019);Annan fisk, uspesifisert;:;:
2000;1413 Hyllestad (-2019);Fisk i alt;:;:
2000;1413 Hyllestad (-2019);Pelagisk fisk;:;:
2000;1413 Hyllestad (-2019);Torsk og torskeartar;0;0
2000;1413 Hyllestad (-2019);Flatfisk og botnfisk;0;0
2000;1413 Hyllestad (-2019);Djupvassfisk;0;0
2000;1413 Hyllestad (-2019);Andre skaldyr og blautdyr;0;0
2000;1413 Hyllestad (-2019);Annan fisk, uspesifisert;0;0
2000;1416 Høyanger (1964-2019);Fisk i alt;0;0
2000;1416 Høyanger (1964-2019);Pelagisk fisk;0;0
2000;1416 Høyanger (1964-2019);Torsk og torskeartar;0;0
2000;1416 Høyanger (1964-2019);Flatfisk og botnfisk;0;0
2000;1416 Høyanger (1964-2019);Djupvassfisk;0;0
2000;1416 Høyanger (1964-2019);Andre skaldyr og blautdyr;0;0
2000;1416 Høyanger (1964-2019);Annan fisk, uspesifisert;0;0
2000;1417 Vik (-2019);Fisk i alt;0;0
2000;1417 Vik (-2019);Pelagisk fisk;0;0
2000;1417 Vik (-2019);Torsk og torskeartar;0;0
2000;1417 Vik (-2019);Flatfisk og botnfisk;0;0
2000;1417 Vik (-2019);Djupvassfisk;0;0
2000;1417 Vik (-2019);Andre skaldyr og blautdyr;0;0
2000;1417 Vik (-2019);Annan fisk, uspesifisert;0;0
2000;1418 Balestrand (-2019);Fisk i alt;0;0
2000;1418 Balestrand (-2019);Pelagisk fisk;0;0
2000;1418 Balestrand (-2019);Torsk og torskeartar;0;0
2000;1418 Balestrand (-2019);Flatfisk og botnfisk;0;0
2000;1418 Balestrand (-2019);Djupvassfisk;0;0
2000;1418 Balestrand (-2019);Andre skaldyr og blautdyr;0;0
2000;1418 Balestrand (-2019);Annan fisk, uspesifisert;0;0
2000;1419 Leikanger (-2019);Fisk i alt;0;0
2000;1419 Leikanger (-2019);Pelagisk fisk;0;0
2000;1419 Leikanger (-2019);Torsk og torskeartar;0;0
2000;1419 Leikanger (-2019);Flatfisk og botnfisk;0;0
2000;1419 Leikanger (-2019);Djupvassfisk;0;0
2000;1419 Leikanger (-2019);Andre skaldyr og blautdyr;0;0
2000;1419 Leikanger (-2019);Annan fisk, uspesifisert;0;0
2000;1420 Sogndal (-2019);Fisk i alt;0;0
2000;1420 Sogndal (-2019);Pelagisk fisk;0;0
2000;1420 Sogndal (-2019);Torsk og torskeartar;0;0
2000;1420 Sogndal (-2019);Flatfisk og botnfisk;0;0
2000;1420 Sogndal (-2019);Djupvassfisk;0;0
2000;1420 Sogndal (-2019);Andre skaldyr og blautdyr;0;0
2000;1420 Sogndal (-2019);Annan fisk, uspesifisert;0;0
2000;1421 Aurland (-2019);Fisk i alt;0;0
2000;1421 Aurland (-2019);Pelagisk fisk;0;0
2000;1421 Aurland (-2019);Torsk og torskeartar;0;0
2000;1421 Aurland (-2019);Flatfisk og botnfisk;0;0
2000;1421 Aurland (-2019);Djupvassfisk;0;0
2000;1421 Aurland (-2019);Andre skaldyr og blautdyr;0;0
2000;1421 Aurland (-2019);Annan fisk, uspesifisert;0;0
2000;1422 Lærdal (-2019);Fisk i alt;0;0
2000;1422 Lærdal (-2019);Pelagisk fisk;0;0
2000;1422 Lærdal (-2019);Torsk og torskeartar;0;0
2000;1422 Lærdal (-2019);Flatfisk og botnfisk;0;0
2000;1422 Lærdal (-2019);Djupvassfisk;0;0
2000;1422 Lærdal (-2019);Andre skaldyr og blautdyr;0;0
2000;1422 Lærdal (-2019);Annan fisk, uspesifisert;0;0
2000;1424 Årdal (-2019);Fisk i alt;0;0
2000;1424 Årdal (-2019);Pelagisk fisk;0;0
2000;1424 Årdal (-2019);Torsk og torskeartar;0;0
2000;1424 Årdal (-2019);Flatfisk og botnfisk;0;0
2000;1424 Årdal (-2019);Djupvassfisk;0;0
2000;1424 Årdal (-2019);Andre skaldyr og blautdyr;0;0
2000;1424 Årdal (-2019);Annan fisk, uspesifisert;0;0
2000;1426 Luster (-2019);Fisk i alt;:;:
2000;1426 Luster (-2019);Pelagisk fisk;0;0
2000;1426 Luster (-2019);Torsk og torskeartar;0;0
2000;1426 Luster (-2019);Flatfisk og botnfisk;0;0
2000;1426 Luster (-2019);Djupvassfisk;0;0
2000;1426 Luster (-2019);Andre skaldyr og blautdyr;:;:
2000;1426 Luster (-2019);Annan fisk, uspesifisert;0;0
2000;1428 Askvoll (-2019);Fisk i alt;2871;11254
2000;1428 Askvoll (-2019);Pelagisk fisk;13;61
2000;1428 Askvoll (-2019);Torsk og torskeartar;2683;9568
2000;1428 Askvoll (-2019);Flatfisk og botnfisk;:;:
2000;1428 Askvoll (-2019);Djupvassfisk;35;167
2000;1428 Askvoll (-2019);Andre skaldyr og blautdyr;111;838
2000;1428 Askvoll (-2019);Annan fisk, uspesifisert;:;:
2000;1429 Fjaler (-2019);Fisk i alt;:;:
2000;1429 Fjaler (-2019);Pelagisk fisk;0;0
2000;1429 Fjaler (-2019);Torsk og torskeartar;0;0
2000;1429 Fjaler (-2019);Flatfisk og botnfisk;0;0
2000;1429 Fjaler (-2019);Djupvassfisk;0;0
2000;1429 Fjaler (-2019);Andre skaldyr og blautdyr;:;:
2000;1429 Fjaler (-2019);Annan fisk, uspesifisert;0;0
2000;1430 Gaular (-2019);Fisk i alt;0;0
2000;1430 Gaular (-2019);Pelagisk fisk;0;0
2000;1430 Gaular (-2019);Torsk og torskeartar;0;0
2000;1430 Gaular (-2019);Flatfisk og botnfisk;0;0
2000;1430 Gaular (-2019);Djupvassfisk;0;0
2000;1430 Gaular (-2019);Andre skaldyr og blautdyr;0;0
2000;1430 Gaular (-2019);Annan fisk, uspesifisert;0;0
2000;1431 Jølster (-2019);Fisk i alt;0;0
2000;1431 Jølster (-2019);Pelagisk fisk;0;0
2000;1431 Jølster (-2019);Torsk og torskeartar;0;0
2000;1431 Jølster (-2019);Flatfisk og botnfisk;0;0
2000;1431 Jølster (-2019);Djupvassfisk;0;0
2000;1431 Jølster (-2019);Andre skaldyr og blautdyr;0;0
2000;1431 Jølster (-2019);Annan fisk, uspesifisert;0;0
2000;1432 Førde (-2019);Fisk i alt;:;:
2000;1432 Førde (-2019);Pelagisk fisk;0;0
2000;1432 Førde (-2019);Torsk og torskeartar;0;0
2000;1432 Førde (-2019);Flatfisk og botnfisk;0;0
2000;1432 Førde (-2019);Djupvassfisk;0;0
2000;1432 Førde (-2019);Andre skaldyr og blautdyr;:;:
2000;1432 Førde (-2019);Annan fisk, uspesifisert;0;0
2000;1433 Naustdal (-2019);Fisk i alt;0;0
2000;1433 Naustdal (-2019);Pelagisk fisk;0;0
2000;1433 Naustdal (-2019);Torsk og torskeartar;0;0
2000;1433 Naustdal (-2019);Flatfisk og botnfisk;0;0
2000;1433 Naustdal (-2019);Djupvassfisk;0;0
2000;1433 Naustdal (-2019);Andre skaldyr og blautdyr;0;0
2000;1433 Naustdal (-2019);Annan fisk, uspesifisert;0;0
2000;1438 Bremanger (-2019);Fisk i alt;16698;50379
2000;1438 Bremanger (-2019);Pelagisk fisk;15118;32571
2000;1438 Bremanger (-2019);Torsk og torskeartar;1123;9902
2000;1438 Bremanger (-2019);Flatfisk og botnfisk;307;7252
2000;1438 Bremanger (-2019);Djupvassfisk;73;478
2000;1438 Bremanger (-2019);Andre skaldyr og blautdyr;1;119
2000;1438 Bremanger (-2019);Annan fisk, uspesifisert;77;57
2000;1439 Vågsøy (1964-2019);Fisk i alt;318091;758448
2000;1439 Vågsøy (1964-2019);Pelagisk fisk;297626;576816
2000;1439 Vågsøy (1964-2019);Torsk og torskeartar;16547;144096
2000;1439 Vågsøy (1964-2019);Flatfisk og botnfisk;2549;29388
2000;1439 Vågsøy (1964-2019);Djupvassfisk;177;583
2000;1439 Vågsøy (1964-2019);Andre skaldyr og blautdyr;252;4371
2000;1439 Vågsøy (1964-2019);Annan fisk, uspesifisert;940;3194
2000;1441 Selje (-2019);Fisk i alt;47691;151658
2000;1441 Selje (-2019);Pelagisk fisk;45768;138635
2000;1441 Selje (-2019);Torsk og torskeartar;996;10399
2000;1441 Selje (-2019);Flatfisk og botnfisk;84;2277
2000;1441 Selje (-2019);Djupvassfisk;18;115
2000;1441 Selje (-2019);Andre skaldyr og blautdyr;3;233
2000;1441 Selje (-2019);Annan fisk, uspesifisert;823;0
2000;1443 Eid (-2019);Fisk i alt;0;0
2000;1443 Eid (-2019);Pelagisk fisk;0;0
2000;1443 Eid (-2019);Torsk og torskeartar;0;0
2000;1443 Eid (-2019);Flatfisk og botnfisk;0;0
2000;1443 Eid (-2019);Djupvassfisk;0;0
2000;1443 Eid (-2019);Andre skaldyr og blautdyr;0;0
2000;1443 Eid (-2019);Annan fisk, uspesifisert;0;0
2000;1444 Hornindal (-2019);Fisk i alt;0;0
2000;1444 Hornindal (-2019);Pelagisk fisk;0;0
2000;1444 Hornindal (-2019);Torsk og torskeartar;0;0
2000;1444 Hornindal (-2019);Flatfisk og botnfisk;0;0
2000;1444 Hornindal (-2019);Djupvassfisk;0;0
2000;1444 Hornindal (-2019);Andre skaldyr og blautdyr;0;0
2000;1444 Hornindal (-2019);Annan fisk, uspesifisert;0;0
2000;1445 Gloppen (-2019);Fisk i alt;0;0
2000;1445 Gloppen (-2019);Pelagisk fisk;0;0
2000;1445 Gloppen (-2019);Torsk og torskeartar;0;0
2000;1445 Gloppen (-2019);Flatfisk og botnfisk;0;0
2000;1445 Gloppen (-2019);Djupvassfisk;0;0
2000;1445 Gloppen (-2019);Andre skaldyr og blautdyr;0;0
2000;1445 Gloppen (-2019);Annan fisk, uspesifisert;0;0
2000;1448 Stryn (-1976);Fisk i alt;0;0
2000;1448 Stryn (-1976);Pelagisk fisk;0;0
2000;1448 Stryn (-1976);Torsk og torskeartar;0;0
2000;1448 Stryn (-1976);Flatfisk og botnfisk;0;0
2000;1448 Stryn (-1976);Djupvassfisk;0;0
2000;1448 Stryn (-1976);Andre skaldyr og blautdyr;0;0
2000;1448 Stryn (-1976);Annan fisk, uspesifisert;0;0
2000;1449 Stryn (1977-2019);Fisk i alt;:;:
2000;1449 Stryn (1977-2019);Pelagisk fisk;0;0
2000;1449 Stryn (1977-2019);Torsk og torskeartar;0;0
2000;1449 Stryn (1977-2019);Flatfisk og botnfisk;:;:
2000;1449 Stryn (1977-2019);Djupvassfisk;0;0
2000;1449 Stryn (1977-2019);Andre skaldyr og blautdyr;0;0
2000;1449 Stryn (1977-2019);Annan fisk, uspesifisert;0;0
2000;1499 Uoppgitt kommune Sogn og Fjordane;Fisk i alt;0;0
2000;1499 Uoppgitt kommune Sogn og Fjordane;Pelagisk fisk;0;0
2000;1499 Uoppgitt kommune Sogn og Fjordane;Torsk og torskeartar;0;0
2000;1499 Uoppgitt kommune Sogn og Fjordane;Flatfisk og botnfisk;0;0
2000;1499 Uoppgitt kommune Sogn og Fjordane;Djupvassfisk;0;0
2000;1499 Uoppgitt kommune Sogn og Fjordane;Andre skaldyr og blautdyr;0;0
2000;1499 Uoppgitt kommune Sogn og Fjordane;Annan fisk, uspesifisert;0;0
2000;1501 Ålesund (-1976);Fisk i alt;0;0
2000;1501 Ålesund (-1976);Pelagisk fisk;0;0
2000;1501 Ålesund (-1976);Torsk og torskeartar;0;0
2000;1501 Ålesund (-1976);Flatfisk og botnfisk;0;0
2000;1501 Ålesund (-1976);Djupvassfisk;0;0
2000;1501 Ålesund (-1976);Andre skaldyr og blautdyr;0;0
2000;1501 Ålesund (-1976);Annan fisk, uspesifisert;0;0
2000;1502 Molde (-2019);Fisk i alt;130;2633
2000;1502 Molde (-2019);Pelagisk fisk;0;0
2000;1502 Molde (-2019);Torsk og torskeartar;93;1041
2000;1502 Molde (-2019);Flatfisk og botnfisk;17;457
2000;1502 Molde (-2019);Djupvassfisk;:;:
2000;1502 Molde (-2019);Andre skaldyr og blautdyr;18;1111
2000;1502 Molde (-2019);Annan fisk, uspesifisert;:;:
2000;1503 Kristiansund  (-2007);Fisk i alt;975;14325
2000;1503 Kristiansund  (-2007);Pelagisk fisk;0;0
2000;1503 Kristiansund  (-2007);Torsk og torskeartar;435;6269
2000;1503 Kristiansund  (-2007);Flatfisk og botnfisk;126;3040
2000;1503 Kristiansund  (-2007);Djupvassfisk;5;22
2000;1503 Kristiansund  (-2007);Andre skaldyr og blautdyr;409;4993
2000;1503 Kristiansund  (-2007);Annan fisk, uspesifisert;0;0
2000;1504 Ålesund (1977-2019);Fisk i alt;299101;1536868
2000;1504 Ålesund (1977-2019);Pelagisk fisk;212499;546104
2000;1504 Ålesund (1977-2019);Torsk og torskeartar;68137;779407
2000;1504 Ålesund (1977-2019);Flatfisk og botnfisk;16442;181116
2000;1504 Ålesund (1977-2019);Djupvassfisk;417;1503
2000;1504 Ålesund (1977-2019);Andre skaldyr og blautdyr;630;23413
2000;1504 Ålesund (1977-2019);Annan fisk, uspesifisert;976;5325
2000;1505 Kristiansund;Fisk i alt;0;0
2000;1505 Kristiansund;Pelagisk fisk;0;0
2000;1505 Kristiansund;Torsk og torskeartar;0;0
2000;1505 Kristiansund;Flatfisk og botnfisk;0;0
2000;1505 Kristiansund;Djupvassfisk;0;0
2000;1505 Kristiansund;Andre skaldyr og blautdyr;0;0
2000;1505 Kristiansund;Annan fisk, uspesifisert;0;0
2000;1511 Vanylven;Fisk i alt;0;0
2000;1511 Vanylven;Pelagisk fisk;0;0
2000;1511 Vanylven;Torsk og torskeartar;0;0
2000;1511 Vanylven;Flatfisk og botnfisk;0;0
2000;1511 Vanylven;Djupvassfisk;0;0
2000;1511 Vanylven;Andre skaldyr og blautdyr;0;0
2000;1511 Vanylven;Annan fisk, uspesifisert;0;0
2000;1514 Sande (Møre og Romsdal);Fisk i alt;4277;57370
2000;1514 Sande (Møre og Romsdal);Pelagisk fisk;0;0
2000;1514 Sande (Møre og Romsdal);Torsk og torskeartar;3366;40250
2000;1514 Sande (Møre og Romsdal);Flatfisk og botnfisk;878;13882
2000;1514 Sande (Møre og Romsdal);Djupvassfisk;24;88
2000;1514 Sande (Møre og Romsdal);Andre skaldyr og blautdyr;8;1040
2000;1514 Sande (Møre og Romsdal);Annan fisk, uspesifisert;2;2110
2000;1515 Herøy (Møre og Romsdal);Fisk i alt;223662;474963
2000;1515 Herøy (Møre og Romsdal);Pelagisk fisk;208125;320603
2000;1515 Herøy (Møre og Romsdal);Torsk og torskeartar;12498;106920
2000;1515 Herøy (Møre og Romsdal);Flatfisk og botnfisk;879;11778
2000;1515 Herøy (Møre og Romsdal);Djupvassfisk;10;56
2000;1515 Herøy (Møre og Romsdal);Andre skaldyr og blautdyr;1184;34259
2000;1515 Herøy (Møre og Romsdal);Annan fisk, uspesifisert;966;1347
2000;1516 Ulstein;Fisk i alt;5784;62522
2000;1516 Ulstein;Pelagisk fisk;0;0
2000;1516 Ulstein;Torsk og torskeartar;3654;31511
2000;1516 Ulstein;Flatfisk og botnfisk;1957;30364
2000;1516 Ulstein;Djupvassfisk;38;132
2000;1516 Ulstein;Andre skaldyr og blautdyr;0;0
2000;1516 Ulstein;Annan fisk, uspesifisert;135;515
2000;1517 Hareid;Fisk i alt;54553;136432
2000;1517 Hareid;Pelagisk fisk;54384;136373
2000;1517 Hareid;Torsk og torskeartar;65;19
2000;1517 Hareid;Flatfisk og botnfisk;:;:
2000;1517 Hareid;Djupvassfisk;0;0
2000;1517 Hareid;Andre skaldyr og blautdyr;:;:
2000;1517 Hareid;Annan fisk, uspesifisert;104;33
2000;1519 Volda (-2019);Fisk i alt;11;96
2000;1519 Volda (-2019);Pelagisk fisk;0;0
2000;1519 Volda (-2019);Torsk og torskeartar;11;96
2000;1519 Volda (-2019);Flatfisk og botnfisk;0;0
2000;1519 Volda (-2019);Djupvassfisk;0;0
2000;1519 Volda (-2019);Andre skaldyr og blautdyr;0;0
2000;1519 Volda (-2019);Annan fisk, uspesifisert;0;0
2000;1520 Ørsta;Fisk i alt;15564;193741
2000;1520 Ørsta;Pelagisk fisk;0;0
2000;1520 Ørsta;Torsk og torskeartar;14543;178494
2000;1520 Ørsta;Flatfisk og botnfisk;1015;13788
2000;1520 Ørsta;Djupvassfisk;0;0
2000;1520 Ørsta;Andre skaldyr og blautdyr;0;0
2000;1520 Ørsta;Annan fisk, uspesifisert;5;1459
2000;1523 Ørskog (1977-2019);Fisk i alt;:;:
2000;1523 Ørskog (1977-2019);Pelagisk fisk;0;0
2000;1523 Ørskog (1977-2019);Torsk og torskeartar;0;0
2000;1523 Ørskog (1977-2019);Flatfisk og botnfisk;0;0
2000;1523 Ørskog (1977-2019);Djupvassfisk;0;0
2000;1523 Ørskog (1977-2019);Andre skaldyr og blautdyr;0;0
2000;1523 Ørskog (1977-2019);Annan fisk, uspesifisert;:;:
2000;1524 Norddal (-2019);Fisk i alt;:;:
2000;1524 Norddal (-2019);Pelagisk fisk;0;0
2000;1524 Norddal (-2019);Torsk og torskeartar;0;0
2000;1524 Norddal (-2019);Flatfisk og botnfisk;0;0
2000;1524 Norddal (-2019);Djupvassfisk;0;0
2000;1524 Norddal (-2019);Andre skaldyr og blautdyr;:;:
2000;1524 Norddal (-2019);Annan fisk, uspesifisert;0;0
2000;1525 Stranda;Fisk i alt;0;0
2000;1525 Stranda;Pelagisk fisk;0;0
2000;1525 Stranda;Torsk og torskeartar;0;0
2000;1525 Stranda;Flatfisk og botnfisk;0;0
2000;1525 Stranda;Djupvassfisk;0;0
2000;1525 Stranda;Andre skaldyr og blautdyr;0;0
2000;1525 Stranda;Annan fisk, uspesifisert;0;0
2000;1526 Stordal (-2019);Fisk i alt;:;:
2000;1526 Stordal (-2019);Pelagisk fisk;0;0
2000;1526 Stordal (-2019);Torsk og torskeartar;0;0
2000;1526 Stordal (-2019);Flatfisk og botnfisk;0;0
2000;1526 Stordal (-2019);Djupvassfisk;0;0
2000;1526 Stordal (-2019);Andre skaldyr og blautdyr;0;0
2000;1526 Stordal (-2019);Annan fisk, uspesifisert;:;:
2000;1527 Ørskog (-1976);Fisk i alt;0;0
2000;1527 Ørskog (-1976);Pelagisk fisk;0;0
2000;1527 Ørskog (-1976);Torsk og torskeartar;0;0
2000;1527 Ørskog (-1976);Flatfisk og botnfisk;0;0
2000;1527 Ørskog (-1976);Djupvassfisk;0;0
2000;1527 Ørskog (-1976);Andre skaldyr og blautdyr;0;0
2000;1527 Ørskog (-1976);Annan fisk, uspesifisert;0;0
2000;1528 Sykkylven;Fisk i alt;:;:
2000;1528 Sykkylven;Pelagisk fisk;0;0
2000;1528 Sykkylven;Torsk og torskeartar;0;0
